,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Safety Index
669,UTTAR PRADESH,G.R.P.,2011,2,6,1,38,0,0,0,98.96666666666667
670,UTTAR PRADESH,GAUTAMBUDH NAGAR,2011,25,95,25,42,0,102,0,94.11333333333333
671,UTTAR PRADESH,GHAZIABAD,2011,22,219,47,59,0,255,0,88.83333333333333
672,UTTAR PRADESH,GHAZIPUR,2011,11,18,35,16,0,26,0,97.42000000000002
673,UTTAR PRADESH,GONDA,2011,34,116,27,29,0,6,0,94.02666666666667
674,UTTAR PRADESH,GORAKHPUR,2011,50,215,41,71,0,224,0,87.98666666666665
675,UTTAR PRADESH,HAMIRPUR,2011,12,38,15,33,0,20,0,97.21333333333334
676,UTTAR PRADESH,HARDOI,2011,24,123,32,55,0,72,0,93.11333333333334
677,UTTAR PRADESH,HATHRAS,2011,35,77,24,42,0,84,0,94.34666666666666
678,UTTAR PRADESH,J.P.NAGAR,2011,44,50,16,21,0,83,0,95.39999999999999
679,UTTAR PRADESH,JALAUN,2011,7,47,40,18,0,22,0,96.62666666666667
680,UTTAR PRADESH,JAUNPUR,2011,14,90,42,22,0,41,0,94.92666666666666
681,UTTAR PRADESH,JHANSI,2011,19,92,28,45,0,52,0,94.60666666666667
682,UTTAR PRADESH,KANNAUJ,2011,14,101,34,49,0,98,0,93.97999999999999
683,UTTAR PRADESH,KANPUR NAGAR,2011,71,303,69,140,2,284,0,82.06
684,UTTAR PRADESH,KANSHIRAM NAGAR,2011,22,47,22,33,0,21,0,96.33333333333333
685,UTTAR PRADESH,KAUSHAMBI,2011,23,40,22,36,0,31,0,96.35333333333334
686,UTTAR PRADESH,KHIRI,2011,35,132,57,76,0,57,0,91.28
687,UTTAR PRADESH,KUSHI NAGAR,2011,13,75,35,11,0,31,0,95.88666666666667
688,UTTAR PRADESH,LALITPUR,2011,15,30,14,52,0,26,0,96.92
689,UTTAR PRADESH,LUCKNOW,2011,55,283,48,142,0,511,0,82.40666666666667
690,UTTAR PRADESH,MAHARAJGANJ,2011,18,42,26,15,0,12,0,96.91333333333333
691,UTTAR PRADESH,MAHOBA,2011,16,31,15,41,0,31,0,97.00666666666666
692,UTTAR PRADESH,MAINPURI,2011,33,92,34,52,0,52,0,93.70666666666666
693,UTTAR PRADESH,MATHURA,2011,39,123,36,76,0,226,0,90.93333333333334
694,UTTAR PRADESH,MAU,2011,19,60,7,31,0,64,0,96.35999999999999
695,UTTAR PRADESH,MEERUT,2011,79,271,36,99,0,400,0,83.76666666666667
696,UTTAR PRADESH,MIRZAPUR,2011,3,5,20,3,0,34,0,98.79333333333334
697,UTTAR PRADESH,MORADABAD,2011,55,174,30,48,0,210,0,89.80000000000001
698,UTTAR PRADESH,MUZAFFARNAGAR,2011,19,179,25,37,0,203,0,91.53999999999999
699,UTTAR PRADESH,PANCHSHIL NAGAR,2011,18,78,15,25,0,72,0,95.72
700,UTTAR PRADESH,PILIBHIT,2011,12,62,39,31,0,69,0,95.48666666666668
701,UTTAR PRADESH,PRABUDDH NAGAR,2011,11,52,10,13,0,83,0,97.02666666666667
702,UTTAR PRADESH,PRATAPGARH,2011,24,85,31,35,0,121,0,94.23333333333333
703,UTTAR PRADESH,RAIBAREILLY,2011,29,55,16,36,0,51,0,95.78
704,UTTAR PRADESH,RAMABAI NAGAR,2011,21,83,29,35,0,65,0,94.84666666666668
705,UTTAR PRADESH,RAMPUR,2011,43,98,26,27,0,86,0,93.68666666666667
706,UTTAR PRADESH,SAHARANPUR,2011,21,82,32,16,0,135,0,94.68666666666667
707,UTTAR PRADESH,SANT KABIRNAGAR,2011,17,48,6,12,0,19,0,97.47333333333333
708,UTTAR PRADESH,SHAHJAHANPUR,2011,40,130,47,54,0,28,0,92.10000000000001
709,UTTAR PRADESH,SHRAWASTI,2011,16,36,16,26,0,1,0,97.34
710,UTTAR PRADESH,SIDHARTHNAGAR,2011,9,42,17,21,0,29,0,97.34
711,UTTAR PRADESH,SITAPUR,2011,66,202,60,131,0,138,0,86.43333333333332
